"order_no","ro_no","ro_date","invoice_date","invoice_no","outlet_code","outlet_name","emp_code","emp_name","sup_code","sup_name","pro_code","pro_name","largest_unit","middle_unit","small_unit","largest_system_price","middle_system_price","small_system_price","final_largest_selling_price","final_middle_selling_price","final_small_selling_price","largest_qty_order","middle_qty_order","smallest_qty_order","promotion_value","discount_value","vat_value","gross_price","net_sales"
PO2603028890006,SO2603020007,2026-03-02,2026-03-02,INV2603020005-1,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0002,Action Figure Batman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,1100000.0000,0.0,0.0
,SO2603050028,2026-03-05,2026-03-05,INV2603050018,L000137,LOLLY 137,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,3750000.0000,2750000.0000,1755250.0000,1.0,0.0,1.0,0.0000,0.0000,605578.0000,5505250.0,5505250.0
PO26031330122410001,SO2603130001,2026-03-13,2026-03-13,INV2603130001,B000010,BOEDY 10,"3012241",Charles Leclerc,A12,PT YUPI INDONESIA,SP00052,Sunpride - Single Pineapple 300 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050029,2026-03-05,2026-03-05,INV2603050019,L000132,LOLLY 132,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,1755250.0000,895000.0000,550000.0000,1.0,0.0,1.0,0.0000,0.0000,253578.0000,2305250.0,2305250.0
PO26031330122410001,SO2603130001,2026-03-13,2026-03-13,INV2603130001,B000010,BOEDY 10,"3012241",Charles Leclerc,YP001,PT YUPI INDONESIA,YP5219,YP513 YUPI MINI BURGER,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,85000.0000,0.0,0.0,10.0,0,0.0000,93500.0000,850000.0,850000.0
,SO2603020008,2026-03-02,2026-03-04,INV2603040008,"0019",Babeh TK,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1080,DINO LAND D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,5.0,0.0,0.0,0.0000,0.0000,522500.0000,4750000.0,4750000.0
,SO2603020008,2026-03-02,2026-03-04,INV2603040008,"0019",Babeh TK,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1082,SEA WORLD D.BOX (12X24) @ 5.5 G GRATIS,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,6.0,0.0,0.0,0.0000,0.0000,627000.0000,5700000.0,5700000.0
PO2603028890012,SO2603020009,2026-03-02,2026-03-02,INV2603020006,"0019",Babeh TK,"889",FirmanTok,"02001",PT URC,"02006",DYNAMITE ORANGE 3.5G,KRT/20,KRT/1,PCS/1,83500,83500,4175,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,9185.0000,0.0,0.0
,SO2603060001,2026-03-06,,,LV000012,Lavina TK 12,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,6000000.0000,6000000.0000,600000.0000,2.0,0.0,1.0,0.0000,0.0000,660000.0000,12600000,12600000
,SO2603130002,2026-03-13,2026-03-13,INV2603130005,"0019",Babeh TK,"2025120204",Yogie Setya,YP001,PT YUPI INDONESIA,YP5218,YUPI ROLETTO BOX 12X24X6GR,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,23000.0000,10.0,0.0,0.0,0,0.0000,82500.0000,750000.0,750000.0
,SO2603060002,2026-03-06,2026-03-06,INV2603060001,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0.0000,0.0000,74400.0000,620000.0,620000.0
,SO2603060002,2026-03-06,2026-03-06,INV2603060001,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0.0000,0.0000,74400.0000,620000.0,620000.0
PO26031330122410002,SO2603130003,2026-03-13,,,B000003,BOEDY 3,"3012241",Charles Leclerc,YP001,PT YUPI INDONESIA,YP5218,YUPI ROLETTO BOX 12X24X6GR,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,23000.0000,20.0,0.0,0.0,0,0.0000,165000.0000,1500000.0,1500000.0
PO2603028890003,SO2603020010,2026-03-02,2026-03-02,INV2603020005,"0019",Babeh TK,"889",FirmanTok,"010505",PT YUPI INDONESIA,"753028",DOWNY SUNRIS FR 630MLX8 SF RFL,KRT/8,KRT/1,PCS/1,238216,238216,29777,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,26204.0000,0.0,0.0
PO2603028890001,SO2603020012,2026-03-02,2026-03-02,INV2603020008,N000001,New outlet,"889",FirmanTok,"02001",PT URC,"090909",BATERAI ABC SPW R03 (A3) 4B,KRT/24,PCK/20,PCS/1,1440000,72000,3000,1440000.0000,72000.0000,3000.0000,3.0,0.0,0.0,0.0000,0.0000,475200.0000,4320000.0,4320000.0
PO2603028890013,SO2603020011,2026-03-02,2026-03-02,INV2603020009-1,B000129,BOEDY 129,"889",FirmanTok,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,0.0,0.0000,300000.0000,627000.0000,6000000.0,5700000.0
PO260306SLS010001,SO2603060003,2026-03-06,2026-03-06,INV2603060004,"1234567890",toko jan,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130002,2026-03-13,2026-03-13,INV2603130005,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,2.0,0,0.0000,0.0000,2400000.0,2400000.0
,SO2603020013,2026-03-02,2026-03-02,INV2603020012-1,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0769,JUNGLE FUN D.BOX (12X24) @ 5.5 G GRATIS,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,2.0,0.0,0.0,0.0000,0.0000,209000.0000,1900000.0,1900000.0
,SO2603020013,2026-03-02,2026-03-02,INV2603020012-1,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0768,JUNGLE FUN D.BOX (12X24) @ 6 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
,SO2603020013,2026-03-02,2026-03-02,INV2603020012-1,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0770,JUNGLE FUN D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
PO2603068890001,SO2603060004,2026-03-06,2026-03-06,INV2603060005,LV000007,Lavina TK 7,"889",FirmanTok,"1009",PT Downy Indonesia,D000017,DOWNY Aroma Jasmine REF 300 MLX120,CRT/12,LSN/10,PCS/1,660000,66000,5500,0.0000,0.0000,0.0000,0.0,1.0,6.0,0.0000,4950.0000,10346.0000,0.0,-4950.0
PO26031330122410002,SO2603130003,2026-03-13,,,B000003,BOEDY 3,"3012241",Charles Leclerc,A12,PT YUPI INDONESIA,GRM0001,Sunpride - Golden Red Melon [per pcs],KRT/10,BOX/10,PCS/1,5800000,580000,58000,0.0000,0.0000,0.0000,2.0,3.0,7.0,0.0000,0.0000,0.0000,0.0,0.0
PO260306AD0030001,SO2603060005,2026-03-06,2026-03-06,INV2603060006,LV000006,Lavina TK 6,AD003,Ady Nugroho,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260306AD0030001,SO2603060005,2026-03-06,2026-03-06,INV2603060006,LV000006,Lavina TK 6,AD003,Ady Nugroho,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260306AD0030002,SO2603060006,2026-03-06,2026-03-06,INV2603060013,LV000006,Lavina TK 6,AD003,Ady Nugroho,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,60000.0000,0.0,0.0
PO260306AD0030002,SO2603060006,2026-03-06,2026-03-06,INV2603060013,LV000006,Lavina TK 6,AD003,Ady Nugroho,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,60000.0000,0.0,0.0
PO260313DR01230001,SO2603130004,2026-03-13,2026-03-13,INV2603130004,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260313DR01230001,SO2603130004,2026-03-13,2026-03-13,INV2603130004,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260313DR01230001,SO2603130004,2026-03-13,2026-03-13,INV2603130004,"0019",Babeh TK,DR0123,Dicky Ramdhan,"010505",PT YUPI INDONESIA,SN00002,Sunpride Rock n Roll Pack,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603020014,2026-03-02,2026-03-02,INV2603020012,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0769,JUNGLE FUN D.BOX (12X24) @ 5.5 G GRATIS,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603020014,2026-03-02,2026-03-02,INV2603020012,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0768,JUNGLE FUN D.BOX (12X24) @ 6 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
,SO2603020015,2026-03-02,,,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0768,JUNGLE FUN D.BOX (12X24) @ 6 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
,SO2603020015,2026-03-02,,,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0769,JUNGLE FUN D.BOX (12X24) @ 5.5 G GRATIS,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
,SO2603020015,2026-03-02,,,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP0770,JUNGLE FUN D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030530122410004,SO2603050030,2026-03-05,2026-03-06,INV2603060008,"1234567890",toko jan,"3012241",Charles Leclerc,"999",PT YUPI INDONESIA,S000001,ABC Battery Baterai Biru AA R-06 1pack X 4pcs,CRT/4,PCK/72,PCS/1,1008000,14000,3500,0.0000,0.0000,0.0000,0.0,0.0,3.0,0.0000,0.0000,0.0000,0.0,0.0
PO260313DR01230002,SO2603130005,2026-03-13,2026-03-13,INV2603130006,"242501",TK Randy,DR0123,Dicky Ramdhan,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890003,SO2603020004,2026-03-02,2026-03-02,INV2603020004,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0040,Action Figure Pep Guardiola,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,1.0,0.0000,0.0000,242000.0000,2200000.0,2200000.0
PO26030600080001,SO2603060007,2026-03-06,2026-03-06,INV2603060012,B000029,BOEDY 29,"0008",Ade Achmad M,A12,PT YUPI INDONESIA,SP00051,Sunpride - Single Cavendish 500 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,3.0,0.0,0.0,0.0000,0.0000,297000.0000,0.0,0.0
,SO2603130006,2026-03-13,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,180000.0000,0.0,0.0,4.0,0,0.0000,0.0000,720000.0,720000.0
PO26030600080001,SO2603060007,2026-03-06,2026-03-06,INV2603060012,B000029,BOEDY 29,"0008",Ade Achmad M,A12,PT YUPI INDONESIA,SP00052,Sunpride - Single Pineapple 300 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890004,SO2603020005,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0040,Action Figure Pep Guardiola,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,2.0,0.0000,0.0000,44000.0000,400000.0,400000.0
PO26030600080002,SO2603060008,2026-03-06,,,B000028,BOEDY 28,"0008",Ade Achmad M,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030600080002,SO2603060008,2026-03-06,,,B000028,BOEDY 28,"0008",Ade Achmad M,"1000",PT YUPI INDONESIA,"02001",PIATOS BBQ 14GR/60,KRT/20,PCK/3,PCS/1,50860,16953,848,0.0000,0.0000,0.0000,4.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130007,2026-03-13,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,2.0,0,0.0000,0.0000,400000.0,400000.0
,SO2603020016,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,YP001,PT YUPI INDONESIA,YP1084,PIZZA TOP LID W/O FOLD D.BOX (12X12) @ 15 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,5.0,0.0,0.0,0.0000,0.0000,522500.0000,4750000.0,4750000.0
,SO2603020016,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,YP001,PT YUPI INDONESIA,YP1080,DINO LAND D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,1.0,0.0,0.0,0.0000,0.0000,104500.0000,950000.0,950000.0
PO260306SLS010002,SO2603060009,2026-03-06,,,TBB001,Toko Baru Buat,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260306SLS010003,SO2603060010,2026-03-06,2026-03-06,INV2603060014,TBB001,Toko Baru Buat,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130008,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0075,Cavendish Sweety,CRT/12,CRT/1,PNCH/1,310000,210000,110000,250000.0000,156000.0000,13000.0000,1.0,0.0,0.0,0,0.0000,30000.0000,250000.0,250000.0
,SO2603130008,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0075,Cavendish Sweety,CRT/12,CRT/1,PNCH/1,310000,210000,110000,250000.0000,156000.0000,13000.0000,1.0,0.0,0.0,0,0.0000,30000.0000,250000.0,250000.0
,SO2603130008,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,1.0,0.0,0.0,0,0.0000,37200.0000,310000.0,310000.0
,SO2603130008,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,1.0,0.0,0.0,0,0.0000,37200.0000,310000.0,310000.0
PO2603028890001,SO2603020017,2026-03-02,2026-03-02,INV2603020017,"20251225",TOKO SSS,"889",FirmanTok,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,9009010.0000,9009010.0000,200000.0000,1.0,0.0,0.0,0.0000,0.0000,990991.0000,9009010.0,9009010.0
,SO2603060011,2026-03-06,2026-03-06,INV2603060015,"250116",Jaya Makmur,"0008",Ade Achmad M,YP001,PT YUPI INDONESIA,YP5219,YP513 YUPI MINI BURGER,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,63000.0000,2.0,0.0,0.0,0.0000,0.0000,16500.0000,150000.0,150000.0
,SO2603060011,2026-03-06,2026-03-06,INV2603060015,"250116",Jaya Makmur,"0008",Ade Achmad M,YP001,PT YUPI INDONESIA,YP5217,YUPI MINI BURGER BOX 12X24X6GR,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,23000.0000,4.0,0.0,0.0,0.0000,0.0000,33000.0000,300000.0,300000.0
,SO2603130009,2026-03-13,,,"1234567890",toko jan,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0075,Cavendish Sweety,CRT/12,CRT/1,PNCH/1,310000,210000,110000,300000.0000,156000.0000,13000.0000,2.0,0.0,0.0,0,0.0000,72000.0000,600000.0,600000.0
,SO2603130009,2026-03-13,,,"1234567890",toko jan,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0075,Cavendish Sweety,CRT/12,CRT/1,PNCH/1,310000,210000,110000,300000.0000,156000.0000,13000.0000,2.0,0.0,0.0,0,0.0000,72000.0000,600000.0,600000.0
,SO2603130009,2026-03-13,,,"1234567890",toko jan,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0,0.0000,74400.0000,620000.0,620000.0
,SO2603130009,2026-03-13,,,"1234567890",toko jan,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0081,Cavendish FB,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0,0.0000,74400.0000,620000.0,620000.0
PO2603028890002,SO2603020018,2026-03-02,2026-03-02,INV2603020019,"1234567890",toko jan,"889",FirmanTok,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,9009011.0000,9009011.0000,200000.0000,1.0,0.0,0.0,0.0000,450451.0000,941442.0000,9009011.0,8558560.0
PO260306AD0030001,SO2603060012,2026-03-06,,,LV000013,Lavina TK 13,AD003,Ady Nugroho,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130010,2026-03-13,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0003,Action Figure Spiderman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2750000.0000,2000000.0000,275000.0000,0.0,0.0,0.0,0,0.0000,0.0000,0.0,0.0
PO2603028890005,SO2603020006,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0012,Action Figure Black Widdow,CRT/10,CRT/1,PCS/1,4000000,4000000,400000,4000000.0000,4000000.0000,400000.0000,1.0,0.0,0.0,0.0000,0.0000,440000.0000,4000000.0,4000000.0
PO260306AD0030001,SO2603060013,2026-03-06,,,LV000011,Lavina TK 11,AD003,Ady Nugroho,"010001",PT YUPI INDONESIA,"01002",VAPE ULTRA MAT 45 LVNDR 36 PCS,KRT/36,KRT/1,PCS/1,316800,316800,8800,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130010,2026-03-13,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0002,Action Figure Batman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,1300000.0000,2000000.0000,300000.0000,1.0,0.0,1.0,0,0.0000,0.0000,1600000.0,1600000.0
PO26030230122410002,SO2603020019,2026-03-02,2026-03-11,INV2603110004,"20251225",TOKO SSS,"3012241",Charles Leclerc,"02001",PT URC,"02006",DYNAMITE ORANGE 3.5G,KRT/20,KRT/1,PCS/1,83500,83500,4175,900903.0000,900903.0000,4175.0000,1.0,0.0,0.0,0.0000,0.0000,99099.0000,900903.0,900903.0
,SO2603060014,2026-03-06,,,LV000011,Lavina TK 11,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,2.0,0.0000,0.0000,264000.0000,2400000.0,2400000.0
PO26030230122410003,SO2603020020,2026-03-02,2026-03-11,INV2603110003,N000001,New outlet,"3012241",Charles Leclerc,"02001",PT URC,"02006",DYNAMITE ORANGE 3.5G,KRT/20,KRT/1,PCS/1,83500,83500,4175,900902.0000,900902.0000,4175.0000,1.0,0.0,0.0,0.0000,0.0000,99099.0000,900902.0,900902.0
,SO2603060015,2026-03-06,,,LV000008,Lavina TK 8,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,4500000.0000,3000000.0000,750000.0000,1.0,0.0,2.0,0.0000,0.0000,0.0000,6000000.0,6000000.0
,SO2603130011,2026-03-13,,,B000444,BOEDY 444,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0039,Action Figure Koch Justin,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,1.0,0,0.0000,0.0000,2200000.0,2200000.0
PO2603028890006,SO2603020007,2026-03-02,2026-03-02,INV2603020005-1,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0012,Action Figure Black Widdow,CRT/10,CRT/1,PCS/1,4000000,4000000,400000,2755000.0000,4000000.0000,400000.0000,2.0,0.0,0.0,0.0000,0.0000,606100.0000,5510000.0,5510000.0
,SO2603060016,2026-03-06,2026-03-06,INV2603060016,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1084,PIZZA TOP LID W/O FOLD D.BOX (12X12) @ 15 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,3.0,0.0,0.0,0.0000,0.0000,313500.0000,2850000.0,2850000.0
,SO2603060016,2026-03-06,2026-03-06,INV2603060016,"09845",Toko Abadi Membumi,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1082,SEA WORLD D.BOX (12X24) @ 5.5 G GRATIS,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,2.0,0.0,0.0,0.0000,0.0000,209000.0000,1900000.0,1900000.0
,SO2603130012,2026-03-13,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0003,Action Figure Spiderman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,0.0,0,0.0000,0.0000,0.0,0.0
,SO2603020008,2026-03-02,2026-03-04,INV2603040008,"0019",Babeh TK,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0012,Action Figure Black Widdow,CRT/10,CRT/1,PCS/1,4000000,4000000,400000,1520000.0000,4000000.0000,400000.0000,2.0,0.0,0.0,0.0000,0.0000,334400.0000,3040000.0,3040000.0
,SO2603060017,2026-03-06,,,LV000011,Lavina TK 11,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,4750000.0000,3000000.0000,750000.0000,1.0,0.0,2.0,0.0000,0.0000,0.0000,6250000.0,6250000.0
,SO2603130012,2026-03-13,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0038,Action Figure KK Jhe,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,2.0,0.0,0.0,0,0.0000,0.0000,4000000.0,4000000.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"010001",PT YUPI INDONESIA,"0277",Vape Refill 45,KRT/50,KRT/1,PCS/1,120000,120000,2400,120000.0000,120000.0000,2400.0000,3.0,0.0,0.0,0.0000,0.0000,39600.0000,360000.0,360000.0
